,player_name,wins,loss,player_agent,player_kills,player_deaths,player_assists,player_first_bloods,player_first_deaths,player_clutches,player_combat_score,bracket,region
43767,gin,1,0,Clove,14,11,2,1,3,0,216.0,vct-challengers,VN
43769,twilight,1,0,Viper,17,10,5,2,1,0,246.55555555555554,vct-challengers,VN
43780,gMd,0,1,Viper,17,21,8,2,5,1,195.5,vct-international,NA
43781,seven,0,1,Gekko,24,20,9,3,0,1,254.23076923076923,vct-international,NA
43786,koalanoob,1,0,Omen,18,17,11,4,1,0,214.19230769230768,vct-challengers,NA
43787,NiSMO,1,0,KAY/O,21,14,22,4,2,1,221.73076923076923,vct-challengers,NA
43788,Zander,1,0,Viper,15,19,15,2,6,0,184.03846153846155,vct-challengers,NA
43789,BcJ,1,0,Gekko,23,20,10,2,2,0,243.1153846153846,vct-international,NA
43791,venka2cold,0,1,Jett,22,22,4,6,3,0,247.8846153846154,vct-challengers,INTL
43794,adrnking,0,1,Killjoy,24,19,4,1,2,0,253.3846153846154,vct-challengers,INTL
43795,techno2cold,1,0,Viper,25,18,6,3,3,3,274.6923076923077,vct-challengers,INTL
43796,Deathmaker,1,0,Jett,15,23,6,4,8,0,177.73076923076923,vct-challengers,INTL
43799,Hellff,1,0,Sova,15,18,6,1,2,0,181.03846153846155,vct-challengers,INTL
43803,PatMen,1,0,Skye,24,18,14,2,3,0,285.9583333333333,vct-challengers,SEA
43804,ZYND,1,0,Cypher,16,14,4,3,1,0,189.625,vct-challengers,SEA
43826,Nicksz,0,1,Harbor,12,13,9,1,3,1,182.71428571428572,vct-challengers,BR
43827,PxS,0,1,Raze,16,16,4,6,1,0,235.66666666666666,vct-challengers,BR
43829,Siduzord,0,1,Gekko,9,16,7,2,1,0,135.52380952380952,vct-challengers,BR
43845,tinchoff,1,0,Viper,10,15,5,1,5,1,122.20833333333333,vct-challengers,LAS
43846,Cebando,1,0,Brimstone,25,15,12,3,1,0,293.0833333333333,vct-challengers,LAS
43847,Dantedeu5,1,0,Gekko,18,15,3,3,1,1,193.95833333333334,vct-challengers,LAS
43848,NicoMachine,1,0,Raze,16,18,6,1,3,0,199.125,vct-challengers,LAS
43871,Hals,0,1,Killjoy,24,22,2,5,1,1,212.86666666666667,vct-challengers,JP
43873,BRIAN,0,1,KAY/O,15,23,10,2,5,0,138.76666666666668,vct-challengers,JP
43875,NOBITA,1,0,Sova,26,20,7,3,4,1,229.76666666666668,vct-challengers,JP
43876,Mis4ya,1,0,KAY/O,19,22,22,4,3,0,216.83333333333334,vct-challengers,JP
43878,Gwangboong,1,0,Jett,34,18,3,9,4,1,302.26666666666665,vct-challengers,JP
43879,Gatorada,1,0,Omen,12,20,16,2,1,0,131.8,vct-challengers,JP
43886,Nicksz,1,0,Breach,19,14,12,1,0,0,232.2608695652174,vct-challengers,BR
43887,PxS,1,0,Neon,12,17,7,2,7,0,153.17391304347825,vct-challengers,BR
43889,Siduzord,1,0,Fade,19,14,12,0,2,0,242.17391304347825,vct-challengers,BR
43940,lzz,0,1,Omen,13,17,3,1,2,1,205.47368421052633,vct-challengers,BR
43941,pryze,0,1,KAY/O,7,17,7,1,3,0,130.57894736842104,vct-challengers,BR
43942,silentzz,0,1,Gekko,13,17,3,3,2,0,179.8421052631579,vct-challengers,BR
43943,spike1,0,1,Viper,13,18,5,1,4,1,189.52631578947367,vct-challengers,BR
43944,zap,0,1,Sage,9,16,8,0,2,0,148.89473684210526,vct-challengers,BR
43955,Hyzee,0,1,Killjoy,19,18,4,5,5,0,231.0,vct-challengers,VN
43963,b3ta,0,1,Omen,12,19,11,3,1,1,149.54166666666666,vct-challengers,SEA
43969,Flukyy3,1,0,Omen,21,15,14,1,0,0,243.70833333333334,vct-international,SEA
43980,JohnOlsen,1,0,Phoenix,21,18,9,6,3,0,243.79166666666666,vct-international,SEA
43982,sushiboys,1,0,Cypher,16,14,8,1,0,1,177.04166666666666,vct-international,SEA
43983,foxz,1,0,Jett,14,22,7,5,2,0,187.54166666666666,vct-international,SEA
43984,PTC,1,0,Omen,21,16,10,1,3,0,241.58333333333334,vct-international,SEA
43985,CGRS,0,1,Sova,19,19,2,1,2,0,216.66666666666666,vct-international,SEA
43986,killua,0,1,Killjoy,13,17,5,0,2,1,161.5,vct-international,SEA
43988,Kadoom,0,1,Jett,21,19,6,4,6,0,275.0416666666667,vct-challengers,SEA
44000,socools0da,0,1,Sova,8,15,0,1,5,1,129.6315789473684,vct-challengers,SEA
44001,Teerapong,0,1,Raze,14,17,4,4,2,0,266.05263157894734,vct-international,SEA
44002,Laz1,0,1,Cypher,8,15,1,2,4,0,101.52631578947368,vct-challengers,SEA
44003,qq1,0,1,KAY/O,9,16,7,0,1,0,150.57894736842104,vct-challengers,SEA
44004,LetPoomCook,0,1,Omen,8,17,5,0,0,0,123.36842105263158,vct-challengers,SEA
44005,JohnOlsen,1,0,Raze,18,10,2,2,2,0,254.94736842105263,vct-international,SEA
44007,PTC,1,0,Breach,18,8,8,3,0,0,246.26315789473685,vct-international,SEA
44008,sushiboys,1,0,Cypher,13,12,3,3,4,0,187.10526315789474,vct-international,SEA
44009,foxz,1,0,Gekko,9,10,8,1,1,0,151.42105263157896,vct-international,SEA
44025,Filu,1,0,Jett,14,19,5,2,2,0,180.82608695652175,vct-challengers,EMEA
44026,waddle,1,0,Sova,13,15,5,2,2,1,156.65217391304347,vct-international,EMEA
44027,WACKIE,1,0,Killjoy,18,18,6,4,2,1,223.2173913043478,vct-challengers,EMEA
44028,caydeN,1,0,Sage,19,15,8,3,0,1,231.1304347826087,vct-challengers,EMEA
44029,Tag,1,0,Viper,22,16,9,2,4,0,244.0,vct-challengers,EMEA
44035,Feniz,0,1,Cypher,16,13,3,2,0,0,211.0,vct-challengers,LATAM
44036,jfoeN,0,1,Jett,15,15,5,2,7,0,181.04545454545453,vct-challengers,LATAM
44037,Jowzera,0,1,Yoru,20,16,3,6,0,1,252.0,vct-challengers,LATAM
44045,Kenji1,1,0,KAY/O,13,16,15,0,0,0,209.61111111111111,vct-challengers,SEA
44051,dapr,0,1,Viper,3,16,7,0,3,0,74.04545454545455,vct-international,NA
44056,odeShiMa,1,0,Viper,8,11,9,1,4,0,122.0,vct-challengers,NA
44057,mada,1,0,Raze,27,14,5,6,1,0,344.1363636363636,vct-challengers,NA
44058,v1c,1,0,Brimstone,20,13,14,2,2,0,263.6818181818182,vct-challengers,NA
44060,famouzin,1,0,Jett,15,10,5,6,4,0,307.7142857142857,vct-challengers,SEA
44062,Shiro,1,0,Sova,15,6,4,0,1,1,263.7857142857143,vct-challengers,SEA
44063,BerserX PRE,1,0,Killjoy,15,3,2,1,0,3,258.64285714285717,vct-challengers,SEA
44100,Albuszin,1,0,Cypher,11,16,5,4,0,0,154.47826086956522,vct-challengers,VN
44103,TRIPCIEW,1,0,Omen,10,15,9,1,2,0,123.52173913043478,vct-challengers,VN
44104,Pr0digy,1,0,Sage,20,11,11,0,1,0,228.65217391304347,vct-challengers,VN
44105,f1cio,0,1,Fade,17,18,13,3,2,0,229.82608695652175,vct-challengers,VN
44106,twilight,0,1,Cypher,17,15,2,3,0,0,194.91304347826087,vct-challengers,VN
44107,YESicaN,0,1,KAY/O,14,17,12,0,1,1,190.34782608695653,vct-challengers,VN
44108,gin,0,1,Neon,13,20,3,4,7,0,166.95652173913044,vct-challengers,VN
44114,x glyph,1,0,KAY/O,19,15,12,3,1,0,228.0,vct-challengers,LATAM
44120,Shiro,1,0,Gekko,17,10,8,3,2,0,248.5,vct-challengers,SEA
44121,BerserX PRE,1,0,Killjoy,12,10,3,0,0,1,179.5,vct-challengers,SEA
44123,famouzin,1,0,Jett,16,10,4,5,0,0,268.22222222222223,vct-challengers,SEA
44127,severiNe,0,1,KAY/O,9,12,7,0,3,1,158.0,vct-challengers,SEA
44130,BandiCoot,0,1,Omen,10,13,5,2,1,0,172.5,vct-challengers,LATAM
44135,Feniz,1,0,Cypher,12,5,2,0,0,0,170.625,vct-challengers,LATAM
44137,Jowzera,1,0,Jett,13,7,0,3,2,0,206.1875,vct-challengers,LATAM
44143,xazyyyy,0,1,Viper,10,17,5,0,4,1,113.47826086956522,vct-challengers,EMEA
44150,skillZ,1,0,Viper,9,10,5,3,0,0,168.5625,vct-international,INTL
44151,SkRossi,1,0,Skye,14,8,15,2,0,0,232.0,vct-international,INTL
44152,dos9,1,0,Jett,10,9,2,3,2,0,165.0625,vct-challengers,INTL
44153,severiNe,1,0,Astra,14,5,5,0,0,1,210.75,vct-challengers,INTL
44154,Paradox ,1,0,Raze,19,8,3,4,2,0,322.5625,vct-challengers,INTL
44155,adrnking,0,1,Skye,5,13,3,0,2,0,93.9375,vct-challengers,INTL
44158,venka2cold,0,1,Jett,10,15,1,2,4,0,177.625,vct-challengers,INTL
44170,Deathmaker,1,0,Raze,11,23,6,1,8,0,133.46428571428572,vct-challengers,INTL
44171,techno2cold,1,0,Omen,29,18,9,2,2,1,279.10714285714283,vct-challengers,INTL
44174,Hellff,1,0,Gekko,15,22,7,3,3,0,159.60714285714286,vct-challengers,INTL
44176,lby,0,1,Sova,14,22,5,1,2,0,150.07142857142858,vct-challengers,INTL
44178,Harshhh,0,1,Omen,16,22,6,1,2,0,156.25,vct-challengers,INTL
44180,NOBITA,1,0,Fade,15,9,10,1,1,1,228.44444444444446,vct-challengers,JP
44181,Mis4ya,1,0,Breach,16,9,9,1,0,1,241.16666666666666,vct-challengers,JP
44183,Gwangboong,1,0,Raze,17,12,1,3,2,1,253.44444444444446,vct-challengers,JP
44184,Gatorada,1,0,Omen,12,15,7,2,0,0,202.72222222222223,vct-challengers,JP
44198,Nexi,1,0,Killjoy,20,5,0,0,0,0,322.07142857142856,vct-international,SEA
44204,Flukyy3,1,0,Omen,24,18,7,5,1,0,292.5652173913044,vct-international,SEA
44208,b3ta,0,1,Omen,20,17,9,1,2,2,240.95652173913044,vct-challengers,SEA
44213,Nexi,1,0,Cypher,18,12,8,2,0,0,282.6842105263158,vct-international,SEA
44230,YanLi,0,1,KAY/O,10,13,17,1,0,0,168.95238095238096,vct-challengers,SEA
44231,SecreT3,0,1,Sova,7,16,4,1,1,0,105.57142857142857,vct-challengers,SEA
44232,XyuS,0,1,Jett,23,16,1,4,7,0,299.57142857142856,vct-challengers,SEA
44233,W1nner,0,1,Killjoy,7,17,2,0,4,0,131.9047619047619,vct-challengers,SEA
44234,Ra1ny,0,1,Omen,10,14,9,0,3,0,147.47619047619048,vct-challengers,SEA
44250,Milooo,0,1,Cypher,11,14,4,0,2,1,169.73684210526315,vct-challengers,VN
44252,Mihlog,0,1,KAY/O,7,15,11,0,0,0,134.94736842105263,vct-challengers,VN
44254,BanhMj,0,1,Gekko,16,14,9,1,2,0,251.47368421052633,vct-challengers,VN
44265,waddle,0,1,Gekko,12,16,5,0,0,0,160.8181818181818,vct-international,EMEA
44266,Filu,0,1,Jett,16,16,3,5,5,0,196.36363636363637,vct-challengers,EMEA
44267,caydeN,0,1,KAY/O,8,19,19,1,2,0,143.0909090909091,vct-challengers,EMEA
44268,Tag,0,1,Viper,16,15,8,0,1,0,188.0,vct-challengers,EMEA
44269,WACKIE,0,1,Killjoy,24,17,3,5,3,0,297.5,vct-challengers,EMEA
44280,Kiuuuu,1,0,Omen,22,13,7,1,1,0,239.54166666666666,vct-challengers,SEA
44281,CHIMEI,1,0,Fade,11,16,10,1,2,0,133.45833333333334,vct-challengers,SEA
44282,Hypathor,1,0,Viper,22,17,11,2,3,0,264.3333333333333,vct-challengers,SEA
44283,coconut,1,0,Killjoy,11,15,1,3,2,1,125.20833333333333,vct-challengers,SEA
44284,GGHuiii,1,0,Raze,16,16,4,7,2,0,208.33333333333334,vct-challengers,SEA
44296,snarly,0,1,Omen,10,16,9,1,3,0,138.56521739130434,vct-challengers,NA
44298,tdawgg,0,1,Breach,13,17,6,2,1,0,148.47826086956522,vct-challengers,NA
44320,Mephist0,0,1,Raze,13,20,4,5,4,0,229.55,vct-challengers,LATAM
44333,PatMen,1,0,KAY/O,23,15,10,3,1,0,323.6,vct-challengers,SEA
44334,ZYND,1,0,Cypher,20,9,3,2,1,0,255.7,vct-challengers,SEA
44335,DubsteP,0,1,Omen,11,16,5,1,0,0,133.1,vct-international,SEA
44337,Marky3,0,1,Sova,19,15,10,3,3,0,298.05,vct-challengers,SEA
44339,xavi8k,0,1,Cypher,16,13,1,0,2,2,201.0,vct-challengers,SEA
44341,Nexi,1,0,Viper,12,13,8,1,1,0,184.42857142857142,vct-international,SEA
44361,x glyph,1,0,Fade,11,7,2,1,1,0,181.875,vct-challengers,LATAM
44365,Mephist0,0,1,Jett,12,14,0,2,2,0,213.875,vct-challengers,LATAM
44370,blowz,1,0,Jett,19,20,3,6,1,0,225.33333333333334,vct-challengers,BR
44371,ghoul33,1,0,Omen,19,13,9,1,2,0,194.33333333333334,vct-challengers,BR
44375,Evilkyk,0,1,Sova,12,14,6,3,1,0,154.875,vct-challengers,BR
44376,luk xo,0,1,Omen,23,14,10,1,0,0,263.3333333333333,vct-challengers,BR
44377,rood,0,1,Killjoy,12,16,4,1,1,0,140.95833333333334,vct-challengers,BR
44378,Sato,0,1,Jett,18,18,2,5,6,0,218.875,vct-challengers,BR
44379,Urango,0,1,KAY/O,18,17,15,2,4,0,221.16666666666666,vct-challengers,BR
44412,rich111,0,1,Sova,17,17,3,3,4,0,235.22727272727272,vct-challengers,BR
44415,blowz,1,0,Sova,23,14,10,1,2,1,298.6363636363636,vct-challengers,BR
44420,Kush,0,1,Gekko,24,19,3,2,5,1,273.3333333333333,vct-challengers,SEA
44421,Cud,0,1,Cypher,19,17,2,2,3,1,222.95833333333334,vct-challengers,SEA
44422,g0tten,0,1,Omen,13,18,9,1,2,0,160.41666666666666,vct-challengers,SEA
44423,Valdyn1,0,1,Breach,13,18,13,1,0,0,158.45833333333334,vct-challengers,SEA
44425,Shiro,1,0,Viper,18,15,11,4,2,1,238.33333333333334,vct-challengers,SEA
44426,famouzin,1,0,Raze,22,20,8,5,3,0,290.25,vct-challengers,SEA
44428,BerserX PRE,1,0,Chamber,17,14,1,4,3,1,176.70833333333334,vct-challengers,SEA
44430,Feniz,0,1,Killjoy,22,15,3,3,0,0,244.15384615384616,vct-challengers,LATAM
44432,jfoeN,0,1,KAY/O,14,21,11,4,4,0,165.1153846153846,vct-challengers,LATAM
44433,Jowzera,0,1,Viper,15,16,13,2,3,0,188.69230769230768,vct-challengers,LATAM
44437,Mephist0,1,0,Jett,24,20,3,8,3,1,280.1923076923077,vct-challengers,LATAM
44440,waddle,0,1,Fade,3,14,5,0,2,0,67.1875,vct-international,EMEA
44441,caydeN,0,1,Omen,10,12,6,0,1,0,179.8125,vct-challengers,EMEA
44442,Filu,0,1,Raze,16,14,2,4,3,0,299.8125,vct-challengers,EMEA
44443,Tag,0,1,Cypher,9,14,4,2,1,0,171.4375,vct-challengers,EMEA
44444,WACKIE,0,1,Breach,11,15,4,0,3,0,191.3125,vct-challengers,EMEA
44450,Xdll,1,0,Sova,13,13,4,2,2,0,222.22222222222223,vct-international,JP
44451,TENNN,1,0,Killjoy,11,11,1,2,2,1,162.11111111111111,vct-international,JP
44452,SyouTa ,1,0,Jett,17,11,1,1,2,0,245.38888888888889,vct-challengers,JP
44453,G0N,1,0,Omen,17,11,7,3,1,0,248.27777777777777,vct-challengers,JP
44454,CLZ,1,0,KAY/O,11,9,9,2,1,1,172.27777777777777,vct-challengers,JP
44473,aduka,1,0,Gekko,16,10,7,2,1,0,221.45,vct-challengers,SEA
44510,Feniz,1,0,Killjoy,23,15,5,1,0,0,269.375,vct-challengers,LATAM
44514,Jowzera,1,0,Sova,13,17,6,3,1,1,142.75,vct-challengers,LATAM
44540,g0tten,0,1,Omen,14,17,8,2,1,0,182.72727272727272,vct-challengers,SEA
44541,Kush,0,1,Sova,20,17,4,1,3,0,265.95454545454544,vct-challengers,SEA
44542,Valdyn1,0,1,KAY/O,12,17,13,2,4,0,169.63636363636363,vct-challengers,SEA
44544,Cud,0,1,Killjoy,9,17,3,0,2,1,127.77272727272727,vct-challengers,SEA
44545,Shiro,1,0,Sova,20,14,6,4,2,1,266.72727272727275,vct-challengers,SEA
44546,BerserX PRE,1,0,Killjoy,10,14,12,1,1,0,191.86363636363637,vct-challengers,SEA
44548,famouzin,1,0,Jett,24,12,3,6,3,1,287.09090909090907,vct-challengers,SEA
44565,Mephist0,0,1,Jett,7,13,0,2,2,0,168.69230769230768,vct-challengers,LATAM
44575,Albuszin,0,1,Cypher,9,15,3,1,1,1,155.2,vct-challengers,VN
44578,TRIPCIEW,0,1,Omen,10,16,3,0,5,0,154.0,vct-challengers,VN
44579,Pr0digy,0,1,Phoenix,7,16,3,3,4,0,111.1,vct-challengers,VN
44585,YanLi,0,1,KAY/O,9,16,8,1,4,0,151.27777777777777,vct-challengers,SEA
44586,W1nner,0,1,Killjoy,9,13,5,3,2,0,161.05555555555554,vct-challengers,SEA
44587,Ra1ny,0,1,Omen,8,13,7,2,0,0,137.44444444444446,vct-challengers,SEA
44588,XyuS,0,1,Jett,9,14,1,1,1,0,145.72222222222223,vct-challengers,SEA
44589,SecreT3,0,1,Sova,14,13,3,4,0,0,234.44444444444446,vct-challengers,SEA
44591,gMd,1,0,Omen,17,14,11,2,2,0,220.1304347826087,vct-international,NA
44593,seven,1,0,Sova,18,15,5,1,3,0,227.7826086956522,vct-international,NA
44595,mike3,0,1,Chamber,18,15,2,5,1,0,216.1304347826087,vct-challengers,NA
44596,MonSi,0,1,Fade,10,18,11,2,4,0,124.47826086956522,vct-challengers,NA
44597,okeanos,0,1,Neon,18,20,6,0,5,0,215.52173913043478,vct-challengers,NA
44598,Teague,0,1,Breach,17,16,15,4,0,0,225.2608695652174,vct-challengers,NA
44599,spaz,0,1,Omen,14,15,15,2,0,0,185.47826086956522,vct-challengers,NA
44600,Xdll,1,0,Sova,15,5,5,2,1,0,245.52941176470588,vct-international,JP
44601,SyouTa ,1,0,Jett,25,6,2,5,0,0,366.52941176470586,vct-challengers,JP
44602,G0N,1,0,Omen,9,6,10,1,0,0,152.94117647058823,vct-challengers,JP
44604,CLZ,1,0,KAY/O,17,8,11,4,2,0,287.8235294117647,vct-challengers,JP
44610,blowz,0,1,Phoenix,19,21,8,2,4,0,225.76923076923077,vct-challengers,BR
44611,ghoul33,0,1,Iso,19,23,8,6,5,0,209.19230769230768,vct-challengers,BR
44616,Nicksz,1,0,Breach,15,18,11,0,1,1,155.07692307692307,vct-challengers,BR
44617,PxS,1,0,Neon,18,22,13,5,8,0,222.15384615384616,vct-challengers,BR
44619,Siduzord,1,0,Gekko,21,16,3,1,3,1,205.1153846153846,vct-challengers,BR
44655,snarly,1,0,Breach,10,13,15,1,1,0,128.0,vct-challengers,NA
44657,tdawgg,1,0,Sova,24,17,7,4,4,0,268.2083333333333,vct-challengers,NA
44671,gMd,0,1,Brimstone,15,16,7,2,1,0,233.6,vct-international,NA
44672,seven,0,1,Gekko,8,15,6,1,1,0,124.45,vct-international,NA
44681,KIMB0,0,1,Cypher,13,14,7,2,2,0,186.8095238095238,vct-challengers,LATAM
44682,Forcee,0,1,Skye,10,16,8,0,2,0,147.38095238095238,vct-challengers,LATAM
44683,jotinha,0,1,Brimstone,11,15,5,1,2,0,157.52380952380952,vct-challengers,LATAM
44684,kivary,0,1,Raze,15,14,5,2,3,0,209.8095238095238,vct-challengers,LATAM
44731,severiNe,0,1,KAY/O,19,18,11,3,0,0,248.69565217391303,vct-challengers,SEA
44739,Eeyore,1,0,Killjoy,14,15,3,0,1,0,167.0,vct-challengers,SEA
44740,SyouTa ,0,1,Jett,24,19,4,5,7,0,271.0769230769231,vct-challengers,JP
44741,Xdll,0,1,Sova,13,20,7,3,2,0,152.69230769230768,vct-international,JP
44742,TENNN,0,1,Killjoy,16,18,1,2,1,1,160.0,vct-international,JP
44743,G0N,0,1,Omen,13,17,7,1,1,0,136.92307692307693,vct-challengers,JP
44744,CLZ,0,1,KAY/O,15,22,13,1,3,1,193.92307692307693,vct-challengers,JP
44745,yatsuka,1,0,Killjoy,13,16,7,3,2,0,177.23076923076923,vct-international,JP
44746,JoxJo,1,0,KAY/O,17,16,9,2,2,1,187.57692307692307,vct-international,JP
44747,Aace,1,0,Omen,25,15,8,1,2,1,248.65384615384616,vct-challengers,JP
44748,Caedye,1,0,Sova,12,18,5,3,1,0,135.6153846153846,vct-international,JP
44749,Seoldam,1,0,Jett,29,16,1,5,5,1,315.3076923076923,vct-international,JP
44780,corey,1,0,KAY/O,15,17,7,2,3,0,178.2608695652174,vct-challengers,NA
44781,bdog,1,0,Jett,23,18,5,8,2,0,280.17391304347825,vct-challengers,NA
44785,BcJ,0,1,Sova,12,18,4,0,2,0,148.1304347826087,vct-international,NA
44786,nitr0,0,1,Cypher,16,16,5,1,3,0,197.2608695652174,vct-international,NA
44787,Zander,0,1,Viper,28,14,6,2,1,1,339.3478260869565,vct-challengers,NA
44788,NiSMO,0,1,KAY/O,7,17,7,2,4,0,88.56521739130434,vct-challengers,NA
44789,koalanoob,0,1,Jett,21,18,2,4,4,0,253.2608695652174,vct-challengers,NA
44790,SyouTa ,1,0,Cypher,16,17,9,2,2,1,225.0,vct-challengers,JP
44791,Xdll,1,0,Fade,17,14,5,4,1,0,228.52380952380952,vct-international,JP
44792,TENNN,1,0,Raze,12,17,2,3,2,0,182.66666666666666,vct-international,JP
44793,G0N,1,0,Omen,16,15,2,0,2,1,183.76190476190476,vct-challengers,JP
44794,CLZ,1,0,Sage,17,13,4,1,4,1,201.04761904761904,vct-challengers,JP
44795,Gatorada,0,1,Omen,7,16,12,2,0,1,116.47619047619048,vct-challengers,JP
44796,NOBITA,0,1,Sova,16,17,2,1,2,0,200.1904761904762,vct-challengers,JP
44797,Mis4ya,0,1,Breach,10,14,16,1,1,0,165.47619047619048,vct-challengers,JP
44798,Gwangboong,0,1,Neon,19,17,8,6,4,1,266.14285714285717,vct-challengers,JP
44805,BcJ,0,1,Sova,10,14,5,1,1,0,139.27272727272728,vct-international,NA
44807,Zander,0,1,Omen,11,16,11,4,3,0,158.1818181818182,vct-challengers,NA
44808,koalanoob,0,1,Yoru,22,16,1,3,4,0,276.90909090909093,vct-challengers,NA
44809,NiSMO,0,1,Deadlock,11,15,4,2,0,0,136.4090909090909,vct-challengers,NA
44815,ChiaWei,1,0,Sova,14,7,4,0,2,0,220.58823529411765,vct-challengers,SEA
44816,XyuS,1,0,Jett,15,9,1,4,2,0,245.41176470588235,vct-challengers,SEA
44817,Ra1ny,1,0,Omen,17,8,8,1,0,0,252.8235294117647,vct-challengers,SEA
44818,W1nner,1,0,Killjoy,17,10,5,4,2,0,281.7647058823529,vct-challengers,SEA
44819,YanLi,1,0,KAY/O,8,9,7,0,2,0,124.29411764705883,vct-challengers,SEA
44845,lzz,1,0,Omen,14,17,6,3,2,0,175.43478260869566,vct-challengers,BR
44846,pryze,1,0,Fade,15,14,9,1,0,1,181.7391304347826,vct-challengers,BR
44847,silentzz,1,0,Raze,7,19,4,2,4,0,112.47826086956522,vct-challengers,BR
44848,spike1,1,0,Viper,20,16,4,6,2,1,236.52173913043478,vct-challengers,BR
44849,zap,1,0,Killjoy,19,14,6,3,0,0,239.8695652173913,vct-challengers,BR
44859,Flukyy3,1,0,Omen,20,17,20,3,0,0,256.0416666666667,vct-international,SEA
44865,Cud,1,0,Cypher,12,5,7,2,1,0,241.57142857142858,vct-challengers,SEA
44866,g0tten,1,0,Omen,12,3,10,3,1,0,222.28571428571428,vct-challengers,SEA
44867,Valdyn1,1,0,Breach,11,7,6,2,0,0,197.92857142857142,vct-challengers,SEA
44869,Kush,1,0,Gekko,21,7,6,4,0,1,381.57142857142856,vct-challengers,SEA
44885,Shiro,1,0,Viper,20,8,4,2,0,1,295.88235294117646,vct-challengers,SEA
44886,BerserX PRE,1,0,Killjoy,12,7,2,1,1,0,183.1764705882353,vct-challengers,SEA
44888,famouzin,1,0,Raze,15,6,7,5,2,1,265.2352941176471,vct-challengers,SEA
44905,tinchoff,0,1,Cypher,8,15,7,1,1,0,127.6086956521739,vct-challengers,LAS
44906,Dantedeu5,0,1,Jett,13,16,4,5,7,1,154.17391304347825,vct-challengers,LAS
44908,Cebando,0,1,Omen,22,16,6,2,2,1,263.0869565217391,vct-challengers,LAS
44909,NicoMachine,0,1,KAY/O,12,16,17,1,1,0,158.95652173913044,vct-challengers,LAS
44910,Hyzee,0,1,Gekko,13,16,5,2,2,0,199.26315789473685,vct-challengers,VN
44929,Nexi,1,0,Viper,12,18,8,0,4,1,154.65217391304347,vct-international,SEA
44930,Feniz,1,0,Cypher,14,13,8,1,0,2,186.3181818181818,vct-challengers,LATAM
44932,Jowzera,1,0,Viper,16,13,6,1,2,0,205.13636363636363,vct-challengers,LATAM
44947,gMd,1,0,Omen,18,14,7,2,1,0,208.6086956521739,vct-international,NA
44949,seven,1,0,Sova,12,16,15,2,4,0,186.3913043478261,vct-international,NA
44950,YESicaN,0,1,Omen,18,14,5,1,1,0,229.9047619047619,vct-challengers,VN
44951,f1cio,0,1,Viper,12,17,4,4,2,0,187.9047619047619,vct-challengers,VN
44952,gin,0,1,Phoenix,18,17,8,6,3,0,258.14285714285717,vct-challengers,VN
44954,Kishi1,0,1,Killjoy,14,15,4,1,0,0,201.8095238095238,vct-challengers,VN
44970,blowz,0,1,Raze,16,18,2,3,6,0,210.34782608695653,vct-challengers,BR
44976,Nicksz,1,0,Omen,14,17,7,0,0,0,160.82608695652175,vct-challengers,BR
44977,Palla,1,0,Raze,25,16,5,6,2,0,306.4347826086956,vct-international,BR
44978,shelbyN,1,0,Viper,12,16,4,2,2,0,143.69565217391303,vct-challengers,BR
44979,Siduzord,1,0,Fade,12,12,5,2,2,1,131.95652173913044,vct-challengers,BR
44980,skillZ,0,1,Sova,19,18,7,3,3,0,196.6153846153846,vct-international,INTL
44981,Paradox ,0,1,Harbor,14,16,9,2,2,0,156.53846153846155,vct-challengers,INTL
44982,SkRossi,0,1,Jett,10,21,3,2,5,0,119.92307692307692,vct-international,INTL
44983,dos9,0,1,Killjoy,19,18,5,3,3,0,221.92307692307693,vct-challengers,INTL
44984,Sultan,0,1,Viper,28,18,13,2,1,0,309.5,vct-challengers,INTL
44985,Hellff,1,0,Sova,14,19,8,2,4,0,189.19230769230768,vct-challengers,INTL
44987,Deathmaker,1,0,Jett,18,20,4,7,3,1,211.34615384615384,vct-challengers,INTL
44989,techno2cold,1,0,Viper,19,18,6,3,2,0,202.92307692307693,vct-challengers,INTL
45000,DubsteP,1,0,Omen,9,9,13,0,0,0,186.26666666666668,vct-international,SEA
45002,Wild0reoo,1,0,Viper,11,12,7,2,1,0,208.0,vct-international,SEA
45003,Marky3,1,0,Sova,25,3,3,1,0,2,433.0,vct-challengers,SEA
45004,xavi8k,1,0,Cypher,12,9,5,3,3,0,195.06666666666666,vct-challengers,SEA
45030,Mephist0,0,1,Yoru,11,15,8,1,6,0,160.5,vct-challengers,LATAM
45035,Feniz,1,0,Cypher,13,9,2,2,1,1,142.7,vct-challengers,LATAM
45037,jfoeN,1,0,Jett,7,14,2,1,3,0,96.65,vct-challengers,LATAM
45038,Jowzera,1,0,Reyna,18,16,3,6,3,0,282.1,vct-challengers,LATAM
45041,dgzin,1,0,Raze,15,11,2,2,1,1,221.85,vct-international,BR
45047,rich111,0,1,Skye,20,12,5,1,1,0,276.85,vct-challengers,BR
45055,KIMB0,0,1,Viper,6,15,3,1,1,0,128.23529411764707,vct-challengers,LATAM
45056,Jcz,0,1,Skye,13,14,5,0,1,1,220.2941176470588,vct-challengers,LATAM
45057,kivary,0,1,Raze,7,15,2,2,9,0,128.05882352941177,vct-challengers,LATAM
45058,Forcee,0,1,KAY/O,16,14,11,0,1,0,285.3529411764706,vct-challengers,LATAM
