,player_name,wins,loss,player_agent,player_kills,player_deaths,player_assists,player_first_bloods,player_first_deaths,player_clutches,player_combat_score,bracket,region,KPR,KPR_Variance
30703,severiNe,0,1,KAY/O,16,16,12,1,4,0,223.95,vct-challengers,SEA,0.8,0.86
30711,Nicksz,1,0,Omen,13,13,14,1,2,1,169.0,vct-challengers,BR,0.65,0.73
30712,Palla,1,0,Raze,26,15,4,8,2,0,365.55,vct-international,BR,1.3,1.51
30713,shelbyN,1,0,Viper,11,13,6,3,0,0,172.35,vct-challengers,BR,0.55,0.45
30714,Siduzord,1,0,Fade,18,13,11,0,0,0,240.0,vct-challengers,BR,0.9,0.89
30731,DubsteP,1,0,Viper,11,15,7,2,2,0,148.91,vct-international,SEA,0.5,0.34
30732,Marky3,1,0,Jett,17,16,7,5,3,0,213.77,vct-challengers,SEA,0.77,0.81
30734,xavi8k,1,0,Killjoy,15,14,5,1,2,2,194.95,vct-challengers,SEA,0.68,0.67
30750,lzz,0,1,Viper,9,19,10,0,3,1,128.29,vct-challengers,BR,0.38,0.4
30751,pryze,0,1,Sova,15,17,4,3,2,1,190.08,vct-challengers,BR,0.62,0.73
30752,silentzz,0,1,Iso,20,21,2,4,4,0,237.08,vct-challengers,BR,0.83,0.72
30753,spike1,0,1,Yoru,20,18,3,4,1,0,215.17,vct-challengers,BR,0.83,0.56
30754,zap,0,1,Cypher,18,17,7,1,2,1,204.96,vct-challengers,BR,0.75,0.6
30755,Evilkyk,1,0,Sova,22,16,9,2,0,0,260.5,vct-challengers,BR,0.92,1.08
30756,luk xo,1,0,Viper,29,17,10,2,3,0,330.92,vct-challengers,BR,1.21,1.83
30757,rood,1,0,Cypher,17,12,7,1,2,1,187.08,vct-challengers,BR,0.71,0.54
30758,Sato,1,0,Jett,11,17,5,3,3,0,135.79,vct-challengers,BR,0.46,0.41
30759,Urango,1,0,KAY/O,13,20,15,4,4,0,177.96,vct-challengers,BR,0.54,0.58
30760,x jfoen,0,1,Breach,9,14,13,1,3,1,123.35,vct-challengers,LATAM,0.39,0.59
30763,x glyph,0,1,Gekko,17,17,7,1,5,0,213.91,vct-challengers,LATAM,0.74,0.98
30770,Xdll,1,0,Fade,17,11,7,3,2,0,245.5,vct-international,JP,0.85,1.13
30771,TENNN,1,0,Viper,10,15,5,0,5,0,137.9,vct-international,JP,0.5,0.55
30772,SyouTa ,1,0,Raze,15,14,4,4,1,0,223.5,vct-challengers,JP,0.75,0.59
30773,G0N,1,0,Brimstone,18,12,4,1,0,1,227.4,vct-challengers,JP,0.9,0.79
30774,CLZ,1,0,Gekko,19,10,9,3,1,1,252.3,vct-challengers,JP,0.95,1.35
30780,xazyyyy,0,1,Omen,14,13,8,1,2,0,174.05,vct-challengers,EMEA,0.64,0.69
30790,Hyzee,1,0,Breach,19,8,9,1,1,0,272.11,vct-challengers,VN,1.0,0.74
30800,DubsteP,0,1,Sage,16,17,4,2,2,1,187.75,vct-international,SEA,0.67,0.64
30803,Marky3,0,1,Omen,18,18,11,0,2,0,204.38,vct-challengers,SEA,0.75,0.44
30804,xavi8k,0,1,Cypher,14,19,5,1,1,0,167.0,vct-challengers,SEA,0.58,0.66
30808,Nexi,1,0,Viper,22,14,10,4,3,0,258.17,vct-international,SEA,0.92,1.08
30811,dgzin,1,0,Jett,23,12,4,3,2,1,285.0,vct-international,BR,1.15,0.83
30820,JohnOlsen,0,1,Jett,6,17,4,2,4,0,126.06,vct-international,SEA,0.33,0.22
30822,PTC,0,1,Yoru,7,16,3,2,5,1,110.56,vct-international,SEA,0.39,0.57
30823,sushiboys,0,1,Astra,12,15,3,0,0,0,193.67,vct-international,SEA,0.67,0.78
30824,foxz,0,1,Sova,9,15,4,2,2,0,147.44,vct-international,SEA,0.5,1.14
30825,ArPoom,1,0,Viper,12,10,3,2,1,0,180.11,vct-challengers,SEA,0.67,0.78
30826,socools0da,1,0,KAY/O,23,12,7,4,0,0,349.44,vct-challengers,SEA,1.28,0.65
30827,N0NGLAZ,1,0,Cypher,14,12,4,3,1,1,205.83,vct-challengers,SEA,0.78,0.62
30828,AloNeFillz,1,0,Sova,10,8,5,1,0,1,155.67,vct-challengers,SEA,0.56,0.58
30850,gMd,0,1,Omen,8,17,10,1,0,0,142.9,vct-international,NA,0.4,0.34
30854,seven,0,1,Sova,20,15,6,1,2,0,269.25,vct-international,NA,1.0,1.2
30863,Georggyyy,0,1,Yoru,17,18,5,5,3,0,237.96,vct-challengers,SEA,0.74,0.54
30900,Dantedeu5,0,1,Jett,18,20,5,6,3,0,237.33,vct-challengers,LAS,0.75,1.19
30902,tinchoff,0,1,Killjoy,15,18,3,1,0,2,166.17,vct-challengers,LAS,0.62,0.82
30903,Cebando,0,1,Harbor,13,19,8,1,2,0,143.79,vct-challengers,LAS,0.54,0.5
30904,NicoMachine,0,1,Sova,20,19,13,1,1,0,245.25,vct-challengers,LAS,0.83,0.56
30927,ZYND,1,0,Jett,26,11,3,6,1,0,330.45,vct-challengers,SEA,1.3,1.11
30929,PatMen,1,0,KAY/O,12,10,14,2,1,1,221.35,vct-challengers,SEA,0.6,0.84
30946,Mis4ya,1,0,Breach,9,16,12,1,4,0,140.14,vct-challengers,JP,0.43,0.24
30948,Gwangboong,1,0,Raze,17,13,4,5,4,0,244.52,vct-challengers,JP,0.81,1.3
30956,tinchoff,1,0,Cypher,15,11,4,0,0,1,167.65,vct-challengers,LAS,0.75,0.79
30957,NicoMachine,1,0,KAY/O,12,14,9,2,0,1,183.55,vct-challengers,LAS,0.6,0.64
30958,Cebando,1,0,Viper,13,12,8,2,2,2,190.55,vct-challengers,LAS,0.65,0.63
30959,Dantedeu5,1,0,Jett,23,13,2,7,3,1,288.5,vct-challengers,LAS,1.15,1.23
30966,tinchoff,1,0,Cypher,16,6,4,1,0,0,246.81,vct-challengers,LAS,1.0,1.0
30967,Dantedeu5,1,0,Raze,15,11,8,3,3,0,295.38,vct-challengers,LAS,0.94,1.31
30968,Cebando,1,0,Omen,15,8,11,5,1,0,256.25,vct-challengers,LAS,0.94,0.43
30969,NicoMachine,1,0,Fade,10,7,11,2,1,1,171.81,vct-challengers,LAS,0.62,0.48
30974,xazyyyy,1,0,Breach,13,5,6,1,2,0,166.42,vct-challengers,EMEA,0.72,1.09
30985,dos9,1,0,Jett,19,12,2,2,2,0,246.21,vct-challengers,INTL,1.0,0.63
30986,Paradox ,1,0,Sage,9,14,13,4,1,0,156.0,vct-challengers,INTL,0.47,0.35
30987,SkRossi,1,0,Sova,21,10,5,1,2,0,295.16,vct-international,INTL,1.11,1.36
30988,severiNe,1,0,Viper,15,12,3,1,1,0,210.26,vct-challengers,INTL,0.79,0.9
30989,skillZ,1,0,Killjoy,19,10,6,4,1,0,272.26,vct-international,INTL,1.0,0.84
31000,Nexi,1,0,Cypher,14,6,5,2,0,0,189.33,vct-international,SEA,0.78,0.84
31005,Wild0reoo,0,1,Viper,10,14,1,1,2,1,145.28,vct-international,SEA,0.56,1.25
31007,xavi8k,0,1,Cypher,5,15,3,0,2,0,103.06,vct-challengers,SEA,0.28,0.2
31008,DubsteP,0,1,Skye,11,15,2,2,3,1,157.72,vct-international,SEA,0.61,0.68
31009,Marky3,0,1,Astra,10,16,3,0,1,0,168.89,vct-challengers,SEA,0.56,0.36
31036,dapr,1,0,Cypher,14,11,8,2,1,1,235.44,vct-international,NA,0.78,0.62
31046,Marky3,1,0,Omen,15,12,9,1,1,0,181.04,vct-challengers,SEA,0.58,0.32
31047,xavi8k,1,0,Cypher,19,18,8,3,1,0,213.92,vct-challengers,SEA,0.73,0.58
31048,DubsteP,1,0,Sage,15,17,8,2,5,0,161.85,vct-international,SEA,0.58,0.71
31055,Hyzee,1,0,Omen,15,11,7,2,1,1,198.86,vct-challengers,VN,0.71,0.78
31060,xavi8k,1,0,Killjoy,12,6,4,3,1,0,202.31,vct-challengers,SEA,0.75,0.69
31061,Marky3,1,0,Skye,15,5,13,2,1,0,265.75,vct-challengers,SEA,0.94,1.06
31062,DubsteP,1,0,Omen,13,4,8,0,1,0,188.06,vct-international,SEA,0.81,0.53
31063,Wild0reoo,1,0,Viper,20,7,4,1,3,0,306.44,vct-international,SEA,1.25,1.19
31094,BanhMj,0,1,Gekko,11,15,7,0,2,0,124.0,vct-challengers,VN,0.48,0.34
31095,YESicaN,1,0,Omen,22,13,9,4,1,1,255.87,vct-challengers,VN,0.96,1.09
31096,f1cio,1,0,Viper,21,14,8,2,1,1,252.65,vct-challengers,VN,0.91,1.04
31097,gin,1,0,Yoru,13,20,6,5,4,0,188.0,vct-challengers,VN,0.57,0.68
31099,Kishi1,1,0,Gekko,11,18,11,1,3,0,133.17,vct-challengers,VN,0.48,0.86
31100,Evilkyk,1,0,Sova,23,15,3,1,2,2,242.58,vct-challengers,BR,0.96,1.21
31101,luk xo,1,0,Viper,18,15,8,4,1,1,215.17,vct-challengers,BR,0.75,1.44
31102,rood,1,0,Cypher,13,16,6,3,3,0,147.29,vct-challengers,BR,0.54,0.75
31103,Sato,1,0,Jett,23,15,6,4,0,0,280.04,vct-challengers,BR,0.96,0.96
31104,Urango,1,0,KAY/O,11,17,11,3,3,0,147.88,vct-challengers,BR,0.46,0.41
31117,rich111,1,0,Fade,15,19,9,3,3,1,174.88,vct-challengers,BR,0.62,0.82
31170,b3ta,0,1,Omen,18,16,10,4,3,1,225.23,vct-challengers,SEA,0.82,0.79
31172,kongared,0,1,Skye,12,17,8,1,2,1,178.82,vct-challengers,SEA,0.55,0.52
31173,AloNeFillz,0,1,Viper,14,15,8,0,0,0,190.95,vct-challengers,SEA,0.64,0.69
31196,Cud,1,0,Killjoy,10,15,1,1,1,0,114.32,vct-challengers,SEA,0.45,0.43
31197,g0tten,1,0,Omen,13,14,6,1,0,1,173.18,vct-challengers,SEA,0.59,0.7
31198,Valdyn1,1,0,Skye,18,12,12,2,3,2,209.77,vct-challengers,SEA,0.82,0.88
31199,Kush,1,0,Viper,19,17,5,5,1,0,231.36,vct-challengers,SEA,0.86,0.66
31232,venka2cold,0,1,Raze,21,14,1,3,4,0,293.4,vct-challengers,INTL,1.05,1.85
31234,adrnking,0,1,Fade,9,17,9,2,2,0,157.65,vct-challengers,INTL,0.45,0.55
31235,techno2cold,1,0,Viper,20,11,10,3,1,0,241.4,vct-challengers,INTL,1.0,0.6
31237,Hellff,1,0,Skye,25,13,6,4,4,0,313.15,vct-challengers,INTL,1.25,1.29
31239,Deathmaker,1,0,Raze,10,15,6,2,3,0,174.25,vct-challengers,INTL,0.5,0.65
31266,Nicksz,1,0,Breach,11,20,12,0,3,0,124.25,vct-challengers,BR,0.39,0.31
31267,PxS,1,0,Neon,19,23,6,4,6,0,206.64,vct-challengers,BR,0.68,0.79
31269,Siduzord,1,0,Fade,23,19,8,4,2,1,249.0,vct-challengers,BR,0.82,1.0
31276,Kanpeki,1,0,Viper,21,12,9,0,2,1,267.55,vct-international,NA,0.95,0.95
31280,lzz,1,0,Viper,20,13,6,4,0,0,305.17,vct-challengers,BR,1.11,0.77
31281,pryze,1,0,Sova,10,9,6,2,0,0,155.5,vct-challengers,BR,0.56,0.47
31282,silentzz,1,0,Jett,21,12,3,6,3,0,309.0,vct-challengers,BR,1.17,0.69
31283,spike1,1,0,Gekko,17,8,5,0,1,0,226.78,vct-challengers,BR,0.94,0.94
31284,zap,1,0,Killjoy,10,9,5,0,2,0,166.22,vct-challengers,BR,0.56,0.69
31291,sherb,1,0,Cypher,15,13,6,2,2,0,183.3,vct-challengers,NA,0.65,0.66
31293,seven,1,0,Skye,19,15,7,0,1,0,256.3,vct-international,NA,0.83,1.01
31294,gMd,1,0,Omen,19,16,3,1,1,0,211.83,vct-international,NA,0.83,1.01
31295,MonSi,0,1,Viper,14,19,5,2,1,0,170.3,vct-challengers,NA,0.61,0.59
31296,mike3,0,1,Cypher,16,17,6,1,0,0,200.74,vct-challengers,NA,0.7,0.65
31297,okeanos,0,1,Raze,16,21,4,6,7,0,209.78,vct-challengers,NA,0.7,0.99
31298,Teague,0,1,Skye,15,18,12,2,0,1,197.48,vct-challengers,NA,0.65,0.49
31299,spaz,0,1,Omen,12,18,10,0,4,1,161.96,vct-challengers,NA,0.52,0.6
31300,CHIMEI,0,1,Skye,6,16,5,1,1,0,114.06,vct-challengers,SEA,0.33,0.22
31301,Uta,0,1,Omen,7,17,5,2,0,0,132.94,vct-challengers,SEA,0.39,0.35
31302,coconut,0,1,Gekko,13,17,4,1,4,0,211.67,vct-challengers,SEA,0.72,0.87
31303,riyabtw,0,1,Raze,15,15,3,1,2,0,242.28,vct-challengers,SEA,0.83,0.81
31304,Kiuuuu,0,1,Viper,13,16,3,2,4,1,213.89,vct-challengers,SEA,0.72,0.98
31310,b3ta,0,1,Omen,17,18,8,1,4,0,203.0,vct-challengers,SEA,0.71,1.12
31312,kongared,0,1,Fade,18,14,9,3,1,1,215.58,vct-challengers,SEA,0.75,0.77
31313,AloNeFillz,0,1,Viper,12,11,9,2,2,0,143.79,vct-challengers,SEA,0.5,0.58
31315,CGRS,1,0,Fade,13,16,4,1,1,1,145.79,vct-international,SEA,0.54,0.58
31316,killua,1,0,Killjoy,14,19,5,5,4,1,175.0,vct-international,SEA,0.58,0.74
31318,Kadoom,1,0,Raze,22,17,2,5,2,0,262.75,vct-challengers,SEA,0.92,0.83
31325,BanhMj,1,0,Killjoy,20,15,4,3,0,0,238.38,vct-challengers,VN,0.95,0.71
31326,TRIPCIEW,1,0,Viper,18,13,12,1,1,1,253.24,vct-challengers,VN,0.86,0.79
31328,Albuszin,1,0,Fade,15,14,2,0,1,0,185.62,vct-challengers,VN,0.71,0.78
31340,CGRS,1,0,Cypher,11,7,5,1,0,0,174.94,vct-international,SEA,0.61,0.57
31341,killua,1,0,Skye,18,11,1,2,2,0,267.72,vct-international,SEA,1.0,1.56
31343,Kadoom,1,0,Raze,15,13,0,5,6,0,218.0,vct-challengers,SEA,0.83,0.81
31380,v1c,1,0,Omen,21,11,8,0,1,1,256.1,vct-challengers,NA,1.0,1.05
31381,mada,1,0,Jett,15,14,7,5,2,0,219.86,vct-challengers,NA,0.71,0.68
31382,odeShiMa,1,0,Cypher,16,15,3,7,2,1,196.95,vct-challengers,NA,0.76,0.66
31390,WACKIE,1,0,KAY/O,17,13,12,2,3,0,232.45,vct-challengers,EMEA,0.85,1.03
31391,waddle,1,0,Sova,13,11,8,0,1,0,173.4,vct-international,EMEA,0.65,0.73
31392,caydeN,1,0,Viper,11,11,15,1,0,0,178.3,vct-challengers,EMEA,0.55,0.35
31393,Tag,1,0,Cypher,12,14,3,2,2,0,179.3,vct-challengers,EMEA,0.6,0.44
31394,Filu,1,0,Yoru,25,10,6,5,4,1,329.55,vct-challengers,EMEA,1.25,1.39
31407,gMd,1,0,Viper,23,16,10,3,1,0,250.96,vct-international,NA,0.82,0.5
31408,seven,1,0,KAY/O,21,18,12,5,2,0,198.61,vct-international,NA,0.75,0.76
31411,Cebando,0,1,Viper,13,16,5,2,2,0,207.1,vct-challengers,LAS,0.65,1.63
31412,tinchoff,0,1,Cypher,15,17,2,1,2,0,229.2,vct-challengers,LAS,0.75,0.69
31413,NicoMachine,0,1,KAY/O,7,18,4,1,1,0,122.2,vct-challengers,LAS,0.35,0.43
31414,Dantedeu5,0,1,Jett,16,14,0,2,4,0,204.7,vct-challengers,LAS,0.8,1.06
31421,PinOcChiOs,0,1,Skye,17,19,4,2,1,1,233.45,vct-challengers,SEA,0.77,1.08
31422,Acetics,0,1,Deadlock,6,18,6,1,1,0,90.45,vct-challengers,SEA,0.27,0.29
31423,KRX,0,1,Raze,14,16,1,2,7,0,154.73,vct-challengers,SEA,0.64,1.6
31424,P r,0,1,Brimstone,19,14,6,2,1,0,242.14,vct-challengers,SEA,0.86,1.12
31465,XyuS,1,0,Jett,25,13,3,6,2,0,352.6,vct-challengers,SEA,1.25,1.09
31466,W1nner,1,0,Sova,17,10,5,2,1,2,226.85,vct-challengers,SEA,0.85,1.03
31467,YanLi,1,0,Breach,10,15,10,1,2,0,162.4,vct-challengers,SEA,0.5,0.45
31468,ngk1,1,0,Omen,13,12,5,3,2,1,166.05,vct-challengers,SEA,0.65,0.83
31469,Ra1ny,1,0,Killjoy,16,14,3,0,1,0,208.95,vct-challengers,SEA,0.8,0.56
31470,odeShiMa,1,0,Cypher,14,13,1,0,3,0,165.1,vct-challengers,NA,0.67,0.79
31472,mada,1,0,Jett,18,15,2,5,2,0,226.62,vct-challengers,NA,0.86,0.79
31473,v1c,1,0,Viper,22,11,5,5,0,0,302.0,vct-challengers,NA,1.05,1.57
31490,waddle,1,0,Sova,10,10,1,2,0,0,166.18,vct-international,EMEA,0.59,0.6
31491,Filu,1,0,Yoru,11,9,4,1,3,1,151.59,vct-challengers,EMEA,0.65,0.58
31492,Tag,1,0,Cypher,18,9,4,1,2,1,271.47,vct-challengers,EMEA,1.06,1.47
31493,WACKIE,1,0,Omen,15,8,0,3,1,0,229.47,vct-challengers,EMEA,0.88,0.81
31494,caydeN,1,0,Viper,13,11,7,3,1,1,234.47,vct-challengers,EMEA,0.76,1.0
31501,seven,1,0,Skye,11,15,10,1,2,0,160.36,vct-international,NA,0.5,0.43
31502,gMd,1,0,Omen,26,12,12,3,2,0,295.91,vct-international,NA,1.18,1.06
31511,Hals,0,1,Raze,19,19,4,1,4,1,240.48,vct-challengers,JP,0.83,0.93
31513,BRIAN,0,1,Omen,7,15,5,3,5,0,93.22,vct-challengers,JP,0.3,0.21
31521,Valdyn1,1,0,Jett,14,8,3,1,1,0,256.13,vct-challengers,SEA,0.93,0.73
31522,Cud,1,0,Cypher,18,4,5,1,0,0,292.13,vct-challengers,SEA,1.2,0.96
31523,g0tten,1,0,Omen,13,6,5,3,1,0,228.93,vct-challengers,SEA,0.87,0.65
31524,Kush,1,0,Skye,14,6,10,1,0,1,226.2,vct-challengers,SEA,0.93,0.86
31526,Shiro,0,1,Viper,6,14,5,0,2,1,141.0,vct-challengers,SEA,0.4,0.24
31527,BerserX PRE,0,1,Cypher,6,14,2,1,3,0,122.93,vct-challengers,SEA,0.4,0.37
31529,famouzin,0,1,Raze,8,13,3,2,2,0,207.6,vct-challengers,SEA,0.53,0.52
31542,Nexi,0,1,Viper,22,19,2,3,2,0,223.18,vct-international,SEA,0.79,0.81
31547,PatMen,1,0,Raze,30,24,2,7,6,1,324.39,vct-challengers,SEA,1.07,1.49
31548,ZYND,1,0,Viper,13,20,7,2,5,0,136.07,vct-challengers,SEA,0.46,0.39
31551,Acetics,0,1,Killjoy,20,21,6,3,5,0,263.27,vct-challengers,SEA,0.77,0.87
31552,PinOcChiOs,0,1,Breach,21,18,10,1,1,1,197.42,vct-challengers,SEA,0.81,0.77
31555,CGRS,1,0,Sova,19,15,7,0,1,2,197.12,vct-international,SEA,0.73,0.66
31556,killua,1,0,Breach,12,23,6,1,4,0,142.08,vct-international,SEA,0.46,0.56
31558,Kadoom,1,0,Jett,23,20,3,9,4,0,264.81,vct-challengers,SEA,0.88,1.03
31575,Paradox ,1,0,Viper,9,12,6,0,2,0,130.63,vct-challengers,INTL,0.47,0.35
31576,skillZ,1,0,Cypher,23,8,3,3,0,2,311.79,vct-international,INTL,1.21,1.75
31577,severiNe,1,0,KAY/O,16,15,4,2,3,0,240.84,vct-challengers,INTL,0.84,1.08
31578,SkRossi,1,0,Sova,7,14,4,1,3,0,119.47,vct-international,INTL,0.37,0.23
31579,dos9,1,0,Jett,19,13,3,4,1,0,276.32,vct-challengers,INTL,1.0,0.84
31581,Cud,0,1,Cypher,9,15,1,0,1,0,154.81,vct-challengers,SEA,0.56,0.5
31582,Valdyn1,0,1,Reyna,9,15,4,0,4,0,179.12,vct-challengers,SEA,0.56,1.12
31583,Kush,0,1,Sova,19,16,3,1,0,0,338.88,vct-challengers,SEA,1.19,1.4
31584,g0tten,0,1,Brimstone,3,15,6,0,1,0,91.06,vct-challengers,SEA,0.19,0.15
31595,caydeN,1,0,Omen,7,14,9,1,2,0,103.8,vct-challengers,EMEA,0.35,0.53
31596,WACKIE,1,0,KAY/O,17,13,23,4,2,1,264.1,vct-challengers,EMEA,0.85,0.93
31597,Tag,1,0,Killjoy,20,13,3,1,0,1,281.8,vct-challengers,EMEA,1.0,0.7
31598,waddle,1,0,Sova,14,12,11,3,1,0,205.95,vct-international,EMEA,0.7,0.81
31599,Filu,1,0,Jett,21,11,1,4,2,1,274.05,vct-challengers,EMEA,1.05,1.55
31652,PatMen,0,1,Raze,23,17,6,4,3,0,285.91,vct-challengers,SEA,1.0,0.96
31653,ZYND,0,1,Reyna,15,18,4,2,2,0,176.17,vct-challengers,SEA,0.65,0.66
31656,Nexi,1,0,Killjoy,20,15,5,2,0,0,250.13,vct-international,SEA,0.87,1.16
31670,blowz,1,0,Raze,20,13,3,6,2,0,286.11,vct-challengers,BR,1.11,1.54
31671,ghoul33,1,0,Jett,27,11,4,6,0,0,406.5,vct-challengers,BR,1.5,1.25
31675,Evilkyk,0,1,Skye,14,17,3,2,1,0,223.17,vct-challengers,BR,0.78,0.95
31676,luk xo,0,1,Omen,6,17,8,1,3,1,126.72,vct-challengers,BR,0.33,0.33
31677,rood,0,1,Viper,12,15,3,0,3,0,193.78,vct-challengers,BR,0.67,0.67
31678,Sato,0,1,Jett,13,15,1,0,6,0,228.67,vct-challengers,BR,0.72,1.09
31679,Urango,0,1,Raze,8,16,0,1,1,0,133.5,vct-challengers,BR,0.44,0.58
31680,tinchoff,1,0,Killjoy,21,11,3,1,2,1,264.65,vct-challengers,LAS,1.05,1.55
31681,Cebando,1,0,Omen,9,12,17,0,2,1,144.7,vct-challengers,LAS,0.45,0.55
31683,NicoMachine,1,0,KAY/O,9,11,8,1,1,0,128.95,vct-challengers,LAS,0.45,0.35
31684,Dantedeu5,1,0,Jett,16,16,5,3,2,0,222.75,vct-challengers,LAS,0.8,0.86
31712,BandiCoot,0,1,Omen,11,13,3,0,0,0,159.0,vct-challengers,LATAM,0.58,0.56
31721,seven,1,0,Gekko,22,14,10,2,3,1,263.79,vct-international,NA,0.92,1.66
31722,gMd,1,0,Brimstone,15,17,12,2,2,0,185.71,vct-international,NA,0.62,0.48
31740,Xdll,1,0,Fade,21,10,2,5,1,1,327.72,vct-international,JP,1.17,0.92
31741,SyouTa ,1,0,Raze,18,11,3,2,1,0,265.0,vct-challengers,JP,1.0,1.22
31742,G0N,1,0,Omen,9,9,7,0,0,0,147.28,vct-challengers,JP,0.5,0.58
31744,CLZ,1,0,Sage,10,7,7,1,1,0,143.17,vct-challengers,JP,0.56,0.47
31775,Shiro,1,0,Viper,23,9,9,4,0,1,316.25,vct-challengers,SEA,1.15,0.93
31778,famouzin,1,0,Raze,13,15,7,5,2,0,201.3,vct-challengers,SEA,0.65,0.33
31779,BerserX PRE,1,0,Killjoy,15,9,4,1,0,0,222.45,vct-challengers,SEA,0.75,0.69
31780,socools0da,1,0,Fade,13,11,4,1,0,0,213.17,vct-challengers,SEA,0.72,0.87
31782,Laz1,1,0,Cypher,22,9,4,1,2,2,317.28,vct-challengers,SEA,1.22,1.28
31783,qq1,1,0,Breach,7,12,4,2,4,0,116.89,vct-challengers,SEA,0.39,0.35
31784,LetPoomCook,1,0,Omen,15,10,3,1,0,1,183.94,vct-challengers,SEA,0.83,0.81
31795,JohnOlsen,1,0,Jett,20,6,1,3,2,0,292.0,vct-international,SEA,1.25,1.56
31797,PTC,1,0,KAY/O,10,7,11,1,2,1,180.19,vct-international,SEA,0.62,0.73
31798,sushiboys,1,0,Killjoy,17,7,6,3,1,0,285.69,vct-international,SEA,1.06,0.81
31799,foxz,1,0,Sova,16,7,6,2,0,0,268.81,vct-international,SEA,1.0,1.38
31801,dgzin,0,1,Raze,15,17,2,2,3,0,204.59,vct-international,BR,0.68,0.94
31805,Evilkyk,1,0,Skye,9,15,6,3,4,0,120.41,vct-challengers,BR,0.41,0.24
31806,luk xo,1,0,Astra,15,11,7,2,2,0,192.14,vct-challengers,BR,0.68,0.67
31807,rood,1,0,Viper,15,14,6,1,2,0,205.86,vct-challengers,BR,0.68,0.67
31808,Sato,1,0,Jett,21,15,4,4,2,0,279.5,vct-challengers,BR,0.95,1.5
31809,Urango,1,0,Raze,20,15,4,1,1,0,252.09,vct-challengers,BR,0.91,0.99
31815,Tag,1,0,Viper,13,12,9,0,0,1,162.43,vct-challengers,EMEA,0.62,0.9
31816,waddle,1,0,Skye,12,14,8,1,2,0,182.81,vct-international,EMEA,0.57,0.63
31817,Filu,1,0,Raze,21,17,5,6,5,0,274.86,vct-challengers,EMEA,1.0,1.05
31818,caydeN,1,0,Brimstone,18,14,8,1,3,0,264.86,vct-challengers,EMEA,0.86,1.36
31819,WACKIE,1,0,Gekko,13,16,8,1,2,2,168.19,vct-challengers,EMEA,0.62,0.71
31842,Nexi,1,0,Cypher,14,4,6,1,2,1,294.31,vct-international,SEA,1.08,0.69
31850,YanLi,1,0,Viper,18,11,4,1,2,1,274.0,vct-challengers,SEA,1.0,0.78
31851,W1nner,1,0,Killjoy,17,9,3,3,3,0,244.72,vct-challengers,SEA,0.94,0.94
31852,Ra1ny,1,0,Omen,14,9,10,1,2,0,211.0,vct-challengers,SEA,0.78,0.73
31853,ChiaWei,1,0,Gekko,9,11,4,1,1,0,150.22,vct-challengers,SEA,0.5,0.81
31854,XyuS,1,0,Raze,14,12,4,3,1,0,199.67,vct-challengers,SEA,0.78,0.73
31863,ZYND,1,0,Viper,11,15,8,1,1,0,162.73,vct-challengers,SEA,0.5,0.61
31864,PatMen,1,0,Raze,29,13,10,7,4,0,380.86,vct-challengers,SEA,1.32,1.22
31880,Evilkyk,0,1,Skye,11,14,6,1,0,1,187.0,vct-challengers,BR,0.61,1.02
31881,luk xo,0,1,Omen,14,15,10,0,3,1,239.72,vct-challengers,BR,0.78,0.73
31882,rood,0,1,Viper,7,15,9,0,2,0,151.94,vct-challengers,BR,0.39,0.46
31883,Sato,0,1,Jett,18,16,1,3,3,0,265.5,vct-challengers,BR,1.0,1.33
31884,Urango,0,1,Raze,8,17,3,1,5,0,135.83,vct-challengers,BR,0.44,0.36
31885,blowz,1,0,Neon,15,12,3,2,2,2,236.67,vct-challengers,BR,0.83,1.25
31886,ghoul33,1,0,Iso,25,13,3,7,1,0,391.94,vct-challengers,BR,1.39,1.13
31890,mada,1,0,Raze,25,19,5,6,6,0,302.39,vct-challengers,NA,1.09,1.12
31891,odeShiMa,1,0,Viper,17,16,7,3,3,0,229.87,vct-challengers,NA,0.74,0.8
31892,v1c,1,0,Brimstone,17,15,10,2,0,0,196.61,vct-challengers,NA,0.74,0.54
31905,GGHuiii,1,0,Chamber,32,22,7,6,2,1,255.76,vct-challengers,SEA,0.94,0.88
31906,coconut,1,0,Viper,30,24,8,4,2,1,248.44,vct-challengers,SEA,0.88,0.87
31907,CHIMEI,1,0,Fade,14,25,13,0,3,1,131.53,vct-challengers,SEA,0.41,0.48
31908,riyabtw,1,0,Raze,31,25,3,5,3,0,253.21,vct-challengers,SEA,0.91,0.9
31909,Uta,1,0,Omen,27,24,17,4,5,0,245.26,vct-challengers,SEA,0.79,0.75
31922,adrnking,1,0,Skye,16,5,6,0,1,0,258.38,vct-challengers,INTL,1.0,1.38
31924,venka2cold,1,0,Killjoy,12,6,2,1,0,0,204.38,vct-challengers,INTL,0.75,0.81
31927,Deadly10,0,1,Neon,6,14,1,1,2,0,107.25,vct-challengers,INTL,0.38,0.23
31935,techno2cold,1,0,Omen,23,12,10,5,0,1,281.09,vct-challengers,INTL,1.0,1.13
31936,Deathmaker,1,0,Raze,20,16,5,7,4,0,247.22,vct-challengers,INTL,0.87,1.16
31938,Hellff,1,0,Gekko,13,14,8,1,3,0,169.78,vct-challengers,INTL,0.57,0.77
